,idx,price
0,0,0.1714
1,1,0.16455
2,2,0.1577
3,3,0.15084999999999998
4,4,0.144
5,5,0.1429
6,6,0.1418
7,7,0.1407
8,8,0.1396
9,9,0.1385
10,10,0.14116
11,11,0.14382
12,12,0.14648
13,13,0.14914
14,14,0.1518
15,15,0.15802
16,16,0.16424
17,17,0.17046
18,18,0.17668
19,19,0.1829
20,20,0.20058
21,21,0.21826
22,22,0.23593999999999998
23,23,0.25361999999999996
24,24,0.2713
25,25,0.31022
26,26,0.34914
27,27,0.38805999999999996
28,28,0.42697999999999997
29,29,0.4659
30,30,0.47928
31,31,0.49266
32,32,0.50604
33,33,0.51942
34,34,0.5328
35,35,0.48224000000000006
36,36,0.43168000000000006
37,37,0.38112
38,38,0.33056
39,39,0.28
40,40,0.24716000000000002
41,41,0.21432
42,42,0.18148000000000003
43,43,0.14864000000000002
44,44,0.1158
45,45,0.1006
46,46,0.0854
47,47,0.0702
48,48,0.055
49,49,0.0398
50,50,0.03576
51,51,0.03172
52,52,0.027680000000000003
53,53,0.02364
54,54,0.0196
55,55,0.01788
56,56,0.01616
57,57,0.01444
58,58,0.012719999999999999
59,59,0.011
60,60,0.01256
61,61,0.01412
62,62,0.01568
63,63,0.01724
64,64,0.0188
65,65,0.02014
66,66,0.02148
67,67,0.02282
68,68,0.02416
69,69,0.0255
70,70,0.03304
71,71,0.040580000000000005
72,72,0.04812000000000001
73,73,0.05566000000000001
74,74,0.0632
75,75,0.0697
76,76,0.0762
77,77,0.0827
78,78,0.0892
79,79,0.0957
80,80,0.12372
81,81,0.15173999999999999
82,82,0.17975999999999998
83,83,0.20778
84,84,0.2358
85,85,0.28726
86,86,0.33872
87,87,0.39017999999999997
88,88,0.44164
89,89,0.4931
90,90,0.52684
91,91,0.56058
92,92,0.59432
93,93,0.6280600000000001
94,94,0.6618
95,95,0.6367200000000001
96,96,0.6116400000000001
97,97,0.58656
98,98,0.56148
99,99,0.5364
100,100,0.51144
101,101,0.48648
102,102,0.46152000000000004
103,103,0.43656
104,104,0.4116
105,105,0.38738
106,106,0.36316
107,107,0.33894
108,108,0.31472
109,109,0.2905
110,110,0.27658
111,111,0.26266
112,112,0.24874000000000002
113,113,0.23482
114,114,0.2209
115,115,0.21100000000000002
116,116,0.2011
117,117,0.1912
118,118,0.18130000000000002
119,119,0.1714
