,idx,price
0,0,0.21751033357832633
1,1,0.20291326706986926
2,2,0.1883162005614122
3,3,0.17371913405295514
4,4,0.1591220675444981
5,5,0.14452500103604102
6,6,0.15840308831258282
7,7,0.17228117558912462
8,8,0.18615926286566642
9,9,0.2000373501422082
10,10,0.21391543741875
11,11,0.2277935246952918
12,12,0.21618553801860665
13,13,0.20457755134192152
14,14,0.1929695646652364
15,15,0.18136157798855126
16,16,0.16975359131186613
17,17,0.158145604635181
18,18,0.16562124855802335
19,19,0.17309689248086568
20,20,0.18057253640370802
21,21,0.18804818032655038
22,22,0.19552382424939274
23,23,0.20299946817223508
24,24,0.230075812618998
25,25,0.25715215706576094
26,26,0.2842285015125239
27,27,0.31130484595928687
28,28,0.3383811904060498
29,29,0.36545753485281274
30,30,0.3709666202011569
31,31,0.37647570554950105
32,32,0.3819847908978452
33,33,0.38749387624618936
34,34,0.3930029615945335
35,35,0.3985120469428777
36,36,0.41030599746501695
37,37,0.4220999479871562
38,38,0.4338938985092955
39,39,0.4456878490314348
40,40,0.4574817995535741
41,41,0.46927575007571337
42,42,0.4458080976310779
43,43,0.4223404451864424
44,44,0.398872792741807
45,45,0.37540514029717154
46,46,0.3519374878525361
47,47,0.3284698354079006
48,48,0.2832488344639658
49,49,0.23802783352003104
50,50,0.1928068325760963
51,51,0.14758583163216152
52,52,0.10236483068822674
53,53,0.057143829744292
54,54,0.07045003466732078
55,55,0.08375623959034954
56,56,0.09706244451337831
57,57,0.11036864943640709
58,58,0.12367485435943587
59,59,0.13698105928246462
60,60,0.1139707245623893
61,61,0.09096038984231397
62,62,0.06795005512223863
63,63,0.044939720402163305
64,64,0.02192938568208798
65,65,-0.001080949037987368
66,66,-0.005296247626995788
67,67,-0.009511546216004209
68,68,-0.013726844805012628
69,69,-0.01794214339402105
70,70,-0.02215744198302947
71,71,-0.02637274057203789
72,72,-0.002819433589361705
73,73,0.02073387339331448
74,74,0.044287180375990665
75,75,0.06784048735866685
76,76,0.09139379434134304
77,77,0.11494710132401924
78,78,0.1123768743653029
79,79,0.10980664740658656
80,80,0.10723642044787023
81,81,0.10466619348915389
82,82,0.10209596653043755
83,83,0.09952573957172121
84,84,0.1090344409799891
85,85,0.11854314238825699
86,86,0.12805184379652487
87,87,0.13756054520479274
88,88,0.14706924661306064
89,89,0.15657794802132852
90,90,0.15398199550340197
91,91,0.15138604298547542
92,92,0.14879009046754887
93,93,0.14619413794962235
94,94,0.1435981854316958
95,95,0.14100223291376926
96,96,0.1496249800526852
97,97,0.15824772719160113
98,98,0.16687047433051705
99,99,0.175493221469433
100,100,0.18411596860834895
101,101,0.19273871574726487
102,102,0.25871613773187935
103,103,0.32469355971649383
104,104,0.39067098170110826
105,105,0.45664840368572274
106,106,0.5226258256703372
107,107,0.5886032476549516
108,108,0.5985693449545315
109,109,0.6085354422541115
110,110,0.6185015395536914
111,111,0.6284676368532712
112,112,0.6384337341528512
113,113,0.6483998314524311
114,114,0.6364203295086626
115,115,0.6244408275648939
116,116,0.6124613256211254
117,117,0.6004818236773569
118,118,0.5885023217335883
119,119,0.5765228197898198
120,120,0.5569294495562978
121,121,0.5373360793227757
122,122,0.5177427090892536
123,123,0.49814933885573154
124,124,0.4785559686222095
125,125,0.4589625983886874
126,126,0.4295937478814826
127,127,0.4002248973742777
128,128,0.37085604686707285
129,129,0.341487196359868
130,130,0.3121183458526632
131,131,0.2827494953454583
132,132,0.2775585742074326
133,133,0.27236765306940686
134,134,0.26717673193138114
135,135,0.2619858107933555
136,136,0.25679488965532976
137,137,0.25160396851730404
138,138,0.24592169602747443
139,139,0.2402394235376448
140,140,0.2345571510478152
141,141,0.22887487855798558
142,142,0.22319260606815594
143,143,0.21751033357832633
