,idx,price
0,0,0.2031515718446053
1,1,0.19508551278724054
2,2,0.18701945372987577
3,3,0.17895339467251098
4,4,0.1708873356151462
5,5,0.16282127655778145
6,6,0.14960605720994957
7,7,0.13639083786211773
8,8,0.12317561851428586
9,9,0.109960399166454
10,10,0.09674517981862214
11,11,0.08352996047079028
12,12,0.09739361851070903
13,13,0.11125727655062778
14,14,0.12512093459054652
15,15,0.13898459263046528
16,16,0.15284825067038404
17,17,0.16671190871030278
18,18,0.18046313973097758
19,19,0.19421437075165235
20,20,0.20796560177232715
21,21,0.22171683279300194
22,22,0.23546806381367674
23,23,0.2492192948343515
24,24,0.24711134686419822
25,25,0.2450033988940449
26,26,0.24289545092389161
27,27,0.24078750295373832
28,28,0.238679554983585
29,29,0.23657160701343172
30,30,0.2735460513417958
31,31,0.31052049567015994
32,32,0.3474949399985241
33,33,0.38446938432688815
34,34,0.4214438286552523
35,35,0.4584182729836164
36,36,0.4671889478886667
37,37,0.475959622793717
38,38,0.4847302976987673
39,39,0.49350097260381764
40,40,0.5022716475088679
41,41,0.5110423224139182
42,42,0.4879457997489264
43,43,0.46484927708393453
44,44,0.4417527544189427
45,45,0.41865623175395084
46,46,0.395559709088959
47,47,0.37246318642396714
48,48,0.33528844499507626
49,49,0.29811370356618533
50,50,0.26093896213729445
51,51,0.22376422070840354
52,52,0.18658947927951264
53,53,0.14941473785062176
54,54,0.1345411301775274
55,55,0.11966752250443301
56,56,0.10479391483133864
57,57,0.08992030715824426
58,58,0.07504669948514989
59,59,0.060173091812055525
60,60,0.0469949425563353
61,61,0.03381679330061507
62,62,0.02063864404489485
63,63,0.0074604947891746265
64,64,-0.005717654466545603
65,65,-0.018895803722265826
66,66,-0.009419426507789711
67,67,5.6950706686403896e-05
68,68,0.009533327921162519
69,69,0.019009705135638634
70,70,0.028486082350114746
71,71,0.037962459564590864
72,72,0.02914927746501425
73,73,0.02033609536543764
74,74,0.01152291326586103
75,75,0.0027097311662844167
76,76,-0.006103450933292197
77,77,-0.014916633032868807
78,78,-0.007915272875104414
79,79,-0.0009139127173400183
80,80,0.006087447440424377
81,81,0.01308880759818877
82,82,0.020090167755953164
83,83,0.027091527913717557
84,84,0.027810889274940624
85,85,0.02853025063616369
86,86,0.02924961199738676
87,87,0.029968973358609825
88,88,0.030688334719832892
89,89,0.03140769608105596
90,90,0.0477600241921008
91,91,0.06411235230314563
92,92,0.08046468041419047
93,93,0.09681700852523531
94,94,0.11316933663628015
95,95,0.129521664747325
96,96,0.152039644094562
97,97,0.174557623441799
98,98,0.19707560278903602
99,99,0.21959358213627306
100,100,0.24211156148351004
101,101,0.2646295408307471
102,102,0.3009721277291393
103,103,0.3373147146275315
104,104,0.3736573015259237
105,105,0.4099998884243159
106,106,0.4463424753227081
107,107,0.48268506222110025
108,108,0.515837607789764
109,109,0.5489901533584276
110,110,0.5821426989270913
111,111,0.6152952444957549
112,112,0.6484477900644187
113,113,0.6816003356330823
114,114,0.6482914337881477
115,115,0.6149825319432131
116,116,0.5816736300982785
117,117,0.5483647282533439
118,118,0.5150558264084093
119,119,0.4817469245634747
120,120,0.4576286238636822
121,121,0.4335103231638897
122,122,0.4093920224640972
123,123,0.3852737217643047
124,124,0.3611554210645122
125,125,0.3370371203647197
126,126,0.33294253114780425
127,127,0.32884794193088873
128,128,0.32475335271397326
129,129,0.3206587634970578
130,130,0.3165641742801423
131,131,0.3124695850632268
132,132,0.29859693334746007
133,133,0.2847242816316934
134,134,0.27085162991592665
135,135,0.2569789782001599
136,136,0.24310632648439318
137,137,0.22923367476862647
138,138,0.22488665761462295
139,139,0.2205396404606194
140,140,0.21619262330661587
141,141,0.21184560615261236
142,142,0.20749858899860885
143,143,0.2031515718446053
